,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-1799.4343139811674,0.2543494307113079,-20.649811996341466,16.320992228819804,-46.84973874538814,-19.29289955637231,24.3502888001479,-14.025258336942787,14.82166339957034,40.05524760040513,1.9186598637083465,16.739732539000315,-5.921507406644443,0.6192232184942097,7.548951049605392,-7.79326045871501
1,-1798.3005983815465,29.905383606752252,-45.17737787086281,-6.893237003095831,-21.899177146068602,15.556252513026383,4.146161934291069,5.525557266248068,22.1631609800664,32.466075908722694,-6.5617075383100705,-17.997530560003923,-32.31893544702732,-16.50255662824656,-8.327609155450473,-6.845682696037041
2,-1797.6121509674972,60.57559895431666,-4.224633946316442,22.363943235216627,29.62057771169249,-19.61727849346079,62.021455849299144,30.922246957777382,-4.4912770963989255,26.31683155477516,-18.32421683331636,2.84479463002082,-18.459855923337514,-6.352906149191747,-11.0672978776189,4.283018806501886
3,-1796.5744300903193,28.86811414448981,7.772404712401834,-9.689913421008086,41.11933691766258,-11.860763253645494,39.65301122926064,15.516654139673237,26.97397704372995,31.41633980522092,-20.71013753583881,-6.500055018883106,-15.50581611334056,6.070269419100601,-3.9689531619318608,15.04267327281901
4,-1795.8485119887887,-9.739800611044231,31.398257946781595,-21.13034334303036,-16.548167033792,2.7439999114261475,-2.6671497497798686,-12.929972810268355,-14.966651518534292,0.3699240669251195,-10.877164093677028,-5.835417490477381,-23.410454773752967,5.259963469975451,-3.9566864661012398,-8.977004563246265
5,-1794.6848697007254,15.316598337735343,-13.35542864273918,7.1545167932233085,47.949444508394826,49.13631811207618,-10.852363701233141,-5.625448208333954,9.499953637375807,9.671367268699674,6.793838463199721,-7.18861789550056,-10.743239153021312,-2.884671024226863,11.760413863195932,-7.570227364710386
6,-1793.7295399897887,23.09794633360808,-31.34524052111294,-2.3871318128874304,-12.699434361288896,-11.287962563663026,-11.785831135718112,19.001975952056235,19.135810528752607,-7.2634766740058465,-12.125482990579384,-5.770136517588799,-3.321635367787792,2.5463082528483363,-0.9615897356864893,-0.3284378575772502
7,-1792.7655863716695,32.80170140424475,13.779907199360535,-23.396472043723975,27.510519222961324,13.244330176657183,-50.32992246889347,-16.903647366896998,6.278851161430066,-5.660141449117817,7.709854362852603,11.406579646494917,-31.95424512147701,-2.833473158845383,-23.492343933539086,22.752198430207365
8,-1791.6867554635098,16.029396333289043,-12.174491884493182,5.744727682158837,48.296331775470634,41.042787025862864,-12.776492553712718,-7.60154209152447,13.738656016957774,9.413132934541354,4.872984625493643,-7.300040258762499,-9.593164936572235,-2.5777298366251324,8.783006745177378,-10.089619399103677
9,-1790.8281316715754,-36.79760057286788,7.707126075575485,-5.37431966620557,-9.625310172303319,-10.382571194902056,4.600559744407493,-10.517749616491697,-0.6925816506233433,7.789464599714196,-1.2661550318803902,-0.4168775497351702,-7.063848647264978,-2.8848414611382376,5.337447962958819,3.1471727178888766
10,-1789.6361236637772,16.00805184447269,-12.193651879299328,6.784822066191523,47.91304911861485,42.505428679384835,-12.972804377520749,-8.088737026421372,16.03115995198555,12.734674961633045,3.152517605628776,-6.344689165849253,-11.357217866361134,-2.464918826111541,8.345942510204015,-10.273840125779982
11,-1788.6139810863285,13.968427017054339,-40.36273046522882,-0.47410714932286435,-17.9341059407744,6.30328411554434,-4.139336722365027,9.873945874352694,12.125755010369634,8.799553506091058,-10.623798182170072,-12.938185696559795,-11.790298925619707,-10.486714238675129,8.810304052275718,-17.521581896208268
12,-1787.6945772016352,-12.13345874869303,-36.584897898777875,8.816003129407882,10.472585544012242,0.7833229117857243,-2.3707251936554563,-13.134249432284053,-3.8046695199428724,19.59860870840262,-11.549368024628054,6.749975955152083,-3.535415889442689,-11.631922788314073,-3.638230189907502,-3.9405722181910208
13,-1786.6362703833474,16.00590355638049,-12.18967183810339,6.780115785823468,47.918643038782534,42.499503338791286,-12.974186841940782,-8.086357869973744,16.01650270435135,12.718273342891537,3.1579052383407324,-6.346877023959461,-11.342982387443032,-2.464637694725287,8.34801810253734,-10.274109740428422
14,-1785.7676999301489,-16.414143984961804,22.709152795486663,-7.4695856468260855,-9.277337704450918,-19.375558599713756,-7.859490005640065,-1.5618616944470132,11.27494496114706,10.25254875895811,3.3547544934502014,7.176125930284698,-12.664104777064155,-0.6807457804547346,-2.1495180950776325,5.69073638949037
15,-1784.7559933010011,39.63923294745001,36.021070958770046,-14.656793259153513,-10.22876731859213,-4.212495278803885,3.306280152109593,-9.937885633046012,-4.4730803797733545,26.30328566108368,-20.444922634845046,-9.299606949624819,1.3066393628916497,-4.0798423021924295,2.202765359501494,-4.750601051937302
16,-1783.6710021475649,74.56365400071485,-5.028177251846157,-29.207163721520924,-20.842970298966765,7.763096535456707,18.192041863990898,-24.269708128066853,7.013564090658021,31.080826472007875,14.536518791943548,4.391107443322871,16.793361085178255,5.776912164509474,1.027754863464461,-4.828518878371797
17,-1782.697037868177,-12.656694981697072,23.772110860256564,5.632088776036973,-14.964558669588374,25.225441418260683,10.269754013615731,16.714216278311305,6.741799815362162,15.829773235799436,6.448251249279975,-9.52667979116918,-8.875572084604729,10.748165870019516,-12.02659292655386,-4.127154613515767
18,-1781.6661902604187,-30.79831508261685,-32.45338015694029,8.446846492340342,8.345071174029272,12.45531131850652,18.35286664584794,-16.394603740160353,21.330328793501263,-6.619127390790118,3.1931728213951724,14.612953730698633,-12.275319267755583,21.20789700404827,-6.531151099910813,-1.364372898357634
19,-1780.8496779287789,4.979743935269802,46.18970338420878,-23.67496535302352,-15.928208667662636,-3.445832081251595,-10.337329984670019,-20.31860733068605,-7.055086232333818,-6.863361946299835,-17.637446027315598,11.926254448342046,-25.633871560452093,-5.764604825117944,0.30120443044582457,7.992071537490036
20,-1779.6458470080136,-16.369026446230123,-29.249256346462058,7.642454693547384,24.32557810486193,35.07659211591667,8.989266077300439,-15.20366791127648,11.236884968995383,8.604604099377415,7.757614305406156,0.7369674023616768,-8.809699128991033,7.960724277657347,12.25608319450644,1.8246381705070904
21,-1778.6858441531776,71.90785249970631,-13.023660361095729,-24.984891415753133,-26.353715321858875,31.714939234412288,25.27349547774713,-14.342246831357775,-14.888392721287396,30.64905765693975,15.079164471998645,4.178757553932491,8.84506111151169,6.078076578553519,5.91664566518374,-7.409682447981163
22,-1777.7085238368727,11.260857399428062,-23.300045051623048,17.845030613770476,12.501611599558288,-4.675819689746241,-22.806613548676587,7.052157431818028,0.4668049826285934,16.902858394615446,-15.625852499587738,17.435787998938302,-1.5196523364966108,4.663768328862554,3.671906743061673,3.1734025709229003
23,-1776.6223156574579,19.957667855423182,-39.47695689171227,-5.704159803097078,-24.49044673187292,12.057271247756422,-1.3327747397511445,15.19020704164405,5.371246619150568,7.620648835600918,-10.631767488488011,-18.439697071131462,-11.08011382855265,3.847733243060136,0.18394867690485261,-9.300057591013344
24,-1775.849922461396,4.976163455116129,46.196336786202004,-23.682809153636942,-15.918885467383165,-3.455707648907527,-10.339634092036734,-20.31464206994,-7.079514978390823,-6.890697977535683,-17.62846663946233,11.922608018158364,-25.610145762255257,-5.764136272807521,0.30466375100136345,7.991622179742633
25,-1774.6941484997271,15.77729153972777,-13.716159445088827,5.431145690706914,11.12937293552013,-22.36658251491551,39.9328541445844,18.611217330740814,13.207996664190365,12.664983792756159,-13.78145973668823,-1.7851390555347764,-15.412915697251647,8.968170435068886,1.0734136223946997,11.298587907035747
26,-1773.8500202744428,4.974731263054657,46.19899014699929,-23.685946673882313,-15.915156187271377,-3.4596578759698957,-10.34055573498342,-20.31305596564158,-7.089286476813627,-6.901632390030021,-17.62487488432103,11.921149446084891,-25.600655442976517,-5.763948851883352,0.3060474792235808,7.991442436643673
27,-1772.6281645412448,15.077448903213828,-24.712857084834532,-6.563459722230623,-17.951837978496194,-18.460384256101918,-15.139278630842309,4.304868182231177,29.66081317978685,1.687131007650806,-7.428335221651951,-9.243056334863711,-13.047046285856426,-4.741069170274493,-0.6461516596094605,6.437273435706075
28,-1771.6008291990092,29.56943885917677,15.000097440166472,40.30036652650013,0.7855241373373288,4.762773816757981,3.7590641111747747,-10.860639421990726,32.1613503942645,-11.3492009017806,14.482722807815318,-12.908744161190047,-23.427351150660613,45.47692353098272,2.360857991336974,6.52011544913854
29,-1770.6224239858605,13.761476539186717,-32.2588020099376,-0.8015269186780882,-14.995830535959936,-8.955817068623634,-14.554008479559386,13.58532705626531,20.796474722548147,3.0224207986165332,-4.9773071372636775,2.6335064935397603,-20.923151229992122,-6.184787956562323,7.68698488411124,-6.505034332428847
30,-1769.6640447189484,11.16143763429912,-24.703277878883366,21.26656846135926,3.5405340842835833,3.8490441134638083,-21.87195595207091,4.280016972553093,-1.300524314752061,20.095265998367353,-15.316301921888128,17.324173492081947,-4.721283531338376,7.642645696845333,7.58757888149529,12.952375740147266
31,-1768.6646224629121,-27.76214212963939,-24.862168868267087,6.145420419841454,1.4524335523327148,-17.25751757645814,-2.0218293695961354,-17.047063924888867,13.646300048344695,21.40641765132014,-9.807203340253848,3.1396603577887987,-3.3146211655149163,-1.3849454373155217,-6.223249178435838,0.8292188775191454
